Year	Month	Day	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
2014	1	15	18584	18253	17993	18165	18225	18715	20032	21761	22454	22160	22115	21955	21728	21565	21489	21429	21611	21745	21488	21206	20635	20064	19503	19057
2014	1	16	18297	17972	17718	17586	17535	17624	17886	18193	18931	19638	20053	20123	20017	19813	19670	19623	19985	20127	20031	19774	19319	18853	18391	18146
2014	1	17	17574	17536	17134	16867	16875	16998	17512	17854	18268	18721	19084	19349	19434	19354	19465	19584	19778	19823	19675	19541	19260	18906	18539	18011
2014	1	18	17126	16922	16811	16877	17067	17426	18914	20695	21456	21216	21019	21078	20624	20533	20613	20627	20911	21001	20800	20502	20126	19628	18964	18284
2014	1	19	17336	17053	16806	16830	17070	17583	18743	20567	21150	20878	20647	20563	20507	20475	20603	20481	20740	20898	20684	20432	19907	19541	18999	18235
2014	1	20	17448	17036	16872	16888	17033	17543	18872	20940	21372	21121	21060	20956	20783	20702	20557	20546	20855	20991	20925	20628	20271	19635	19049	18252
2014	1	21	17564	17090	17087	17075	17240	17662	18981	20880	21505	21058	20895	20803	20616	20468	20694	20604	20908	20934	20751	20466	20019	19705	19026	18321
2014	1	22	17538	17194	17119	17166	17364	17689	18924	20861	21592	21414	21257	21050	20760	20371	20213	20146	20455	20778	20689	20280	19734	19190	18639	18132
2014	1	23	17465	17031	16831	16798	16781	16916	17305	17744	18468	19123	19755	19785	19666	19389	19338	19348	19814	20204	20202	19824	19357	18798	18228	17782
2014	1	24	17516	17143	16917	16799	16769	16874	17038	17360	17831	18371	18646	18886	18983	19063	19068	19112	19517	19784	19798	19645	19433	19131	18642	18049
2014	1	25	17429	17033	16952	16972	17123	17547	18990	20955	21605	21374	21238	21011	20830	20791	20740	20807	21011	21239	21022	20932	20664	20194	19555	18870
2014	1	26	17954	17600	17418	17496	17735	18292	19484	21788	21941	21628	21305	21222	21043	20919	20957	21071	21168	21438	21200	20854	20590	19843	19180	18217
2014	1	27	17382	16912	16758	16743	16923	17396	18622	20363	20897	20557	20457	20337	20166	19921	19850	19823	19885	20303	20203	19792	19517	18977	18311	17547
2014	1	28	17098	16505	16300	16469	16628	17136	18547	20357	20852	20694	20445	20259	19811	19661	19607	19744	20081	20290	20322	20035	19754	19314	18700	18029
2014	1	29	17393	17094	16952	17053	17232	17721	19039	20928	21493	21455	21283	21181	20999	20896	20807	20670	20850	21008	21014	20623	20041	19520	18950	18410
2014	1	30	18197	17908	17608	17606	17719	17958	18121	18582	19289	19979	20511	20581	20466	20164	19984	20152	20378	21008	21036	20606	19941	19646	19166	18673
2014	1	31	18246	17884	17726	17658	17555	17661	17878	18150	18689	19304	19859	19953	19952	19925	20035	20153	20412	20909	20949	20836	20766	20502	20076	19516
2014	2	1	18930	18649	18440	18552	18850	19314	20856	22708	23393	23280	22912	22688	22453	22345	22265	22148	22229	22604	22526	22264	21863	21486	20801	19611
2014	2	2	19303	18844	18823	18788	18952	19275	20673	22435	22908	22758	22775	22506	22203	21925	21925	21962	22111	22320	22009	21835	21507	21083	20353	19493
2014	2	3	19004	18604	18337	18431	18658	19054	20271	22136	22570	22476	22270	21899	21652	21311	21319	21073	21092	21562	21600	21313	20780	20424	19706	18908
2014	2	4	18088	17771	17634	17632	17782	18296	19695	21588	21997	21587	21308	21001	20707	20676	20733	20579	20742	20951	20859	20727	20469	20035	19230	18478
2014	2	5	17759	17413	17200	17186	17306	17744	19007	20799	21318	21129	21005	20802	20353	20012	19981	19913	20040	20281	20240	19864	19384	18987	18401	17822
2014	2	6	17107	16787	16481	16460	16440	16650	17041	17535	18039	18558	19071	19063	18829	18652	18492	18464	18659	19257	19519	19336	18730	18215	17855	17588
2014	2	7	16938	16600	16471	16503	16510	16735	16973	17398	17768	18330	18638	18541	18274	17977	18009	18270	18592	19130	19375	19384	19335	19004	18601	17939
2014	2	8	17559	17276	17182	17224	17315	17873	19322	21286	21666	21537	21312	20953	20465	20274	20328	20289	20393	20764	20952	20602	20330	20116	19466	18565
2014	2	9	17934	17556	17450	17576	17780	18293	19721	21746	22019	21716	21517	21231	20963	20788	20521	20508	20510	20948	21192	20980	20749	20370	19578	18749
2014	2	10	18116	17774	18042	18217	18116	18647	20191	22279	22963	22641	22600	22128	21572	21286	21178	21265	20887	21377	21441	21240	20876	20561	19986	18948
2014	2	11	18679	18222	18180	18078	18142	18551	19829	21794	22033	21902	21663	21290	21024	20661	20515	20543	20651	21025	21232	20954	20588	20031	19370	18732
2014	2	12	18143	17739	17599	17627	17870	18405	19935	21656	21955	21636	21318	20966	20859	20450	19959	19940	19662	20074	20366	20213	19778	19440	18838	18335
2014	2	13	17762	17469	17198	17287	17376	17661	17890	18414	18990	19592	19768	19356	18911	18496	18354	18294	18608	19342	19745	19610	19229	18774	18322	17739
2014	2	14	17480	17184	16911	16816	16808	16911	17149	17381	17619	18207	18582	18483	18321	18034	17931	17959	18113	18488	18951	18824	18884	18559	18146	17493
2014	2	15	16969	16521	16437	16445	16685	17114	18508	20357	20666	20576	20423	20266	20052	20096	19977	19863	19872	20145	20368	20108	19714	19338	18594	17804
2014	2	16	17086	16653	16510	16510	16808	17212	18634	20514	20820	20634	20474	20228	20039	19997	20066	19920	19926	20077	20367	20107	19713	19337	18620	17697
2014	2	17	17337	16938	16742	16825	16953	17397	18804	20615	21183	20865	20578	20245	20055	19891	19904	19959	19994	20437	20808	20464	20067	19590	19001	18093
2014	2	18	17325	17137	16953	16984	17090	17738	19039	21009	21222	21182	21045	20694	20468	20353	20343	20416	20345	20651	20992	20886	20510	20146	19526	18846
2014	2	19	18243	17717	17529	17628	17860	18368	19714	21406	21797	21673	21472	21095	20892	20615	20669	20499	20442	20618	21085	20959	20598	20062	19509	18993
2014	2	20	18530	18223	17952	17846	17901	18092	18426	19013	19545	20289	20668	20582	20426	20315	20247	20215	20332	20840	21168	20952	20426	19957	19636	19176
2014	2	21	18574	18254	18020	17971	18010	18136	18490	18842	19185	19745	20148	20157	20071	19823	19732	19994	20184	20681	21128	21069	20875	20596	20198	19530
2014	2	22	18972	18668	18494	18421	18659	19094	20292	21620	22117	22254	22159	21905	21551	21521	21413	21241	21143	21262	21525	21328	21026	20509	20010	19342
2014	2	23	18734	18331	18231	18329	18551	18965	20126	21244	21786	22045	21883	21617	21282	21081	21091	20865	20817	20800	21182	21182	20973	20527	20083	19418
2014	2	24	18880	18491	18366	18468	18485	19003	20288	21755	21950	22150	22055	21704	21392	21158	20945	20726	20652	20792	21024	20994	20608	19980	19515	18860
2014	2	25	18300	17916	17817	17822	17915	18177	19313	20571	21041	20970	20938	20863	20716	20565	20519	20324	20420	20223	20654	20510	20182	19633	19165	18420
2014	2	26	17983	17562	17309	17297	17421	17756	18807	19919	20595	20671	20541	20258	19919	19696	19543	19219	19340	19394	19716	19633	19247	18690	18286	17718
2014	2	27	17242	16917	16659	16574	16513	16580	16921	17261	17784	18464	18773	18671	18433	18267	18147	18067	18182	18450	19000	18833	18544	18107	17702	17368
2014	2	28	16958	16666	16487	16350	16323	16433	16668	16925	17302	17761	17910	17836	17592	17475	17445	17505	17557	17981	18584	18665	18474	18255	17893	17346
2014	3	1	16733	16433	16286	16307	16503	17038	18454	20046	20493	20326	19972	19756	19562	19343	19167	18928	18870	18921	19468	19610	19464	19132	18504	17764
2014	3	2	17091	16768	16662	16669	16831	17380	18841	20686	21090	20433	19821	19335	18993	18668	18464	18452	18478	18636	19079	19185	19115	18737	18107	17394
2014	3	3	16757	16655	16549	16657	16789	17313	18539	20043	20389	19944	19517	18959	18705	18534	18376	18248	18238	18530	19117	19361	19079	18748	18201	17298
2014	3	4	17028	16755	16682	16697	16924	17481	18671	20169	20541	20064	19677	19248	18935	18780	18619	18377	18411	18623	19092	19365	19127	18763	18269	17556
2014	3	5	17121	16861	16738	16819	17046	17474	18955	20383	20792	20595	20147	19856	19600	19326	19067	18827	18657	18834	19344	19616	19276	18777	18302	17840
2014	3	6	17466	17146	17029	16997	17021	17184	17606	17900	18531	18936	18921	18546	18143	17883	17478	17321	17496	17996	18737	18947	18548	18094	17735	17227
2014	3	7	17021	16683	16431	16389	16403	16375	16709	16782	17094	17479	17591	17391	17197	16977	16868	16886	16938	17062	17639	17962	17899	17638	17178	16582
2014	3	8	15976	15847	15820	15810	15988	16517	17785	19308	19662	19450	19066	18776	18473	18420	18320	18147	17923	18051	18626	18716	18420	18052	17388	16537
2014	3	9	15844	15606	15530	15636	15800	16321	17481	19154	19650	19284	18951	18489	18168	17822	17974	18021	17815	17911	18321	18517	18218	17890	17278	16618
2014	3	10	15779	15430	15344	15368	15521	16025	17269	18783	19163	18894	18440	17948	17617	17360	17375	17272	17065	17179	17559	17797	17617	17286	16497	15821
2014	3	11	15219	14884	14737	14814	15073	15471	16648	18301	18610	18266	18106	17890	17575	17566	17462	17325	17228	17179	17738	17769	17574	17172	16592	15777
2014	3	12	15242	14831	14711	14867	14938	15325	16477	17881	18311	18150	17989	17457	17297	17161	16875	16638	16512	16790	17387	17720	17448	16978	16408	16052
2014	3	13	15638	15287	15142	15162	15227	15249	15568	15915	16401	16753	16912	16673	16328	16142	15912	15939	16028	16517	16977	17322	16973	16633	16306	15935
2014	3	14	15551	15376	15185	15246	15270	15372	15559	15687	16175	16552	16711	16647	16469	16304	15973	15939	15935	16140	16816	17395	17278	17065	16629	15941
2014	3	15	15567	15538	15488	15506	15629	16085	17376	18954	19145	18769	18373	17883	17616	17693	17605	17439	17289	17224	17315	18258	17949	17668	17111	16374
2014	3	16	16028	15927	15805	15928	16029	16474	17813	19562	19868	18979	18577	18047	17871	17752	17292	17798	17774	17739	18074	18530	18060	17638	16983	16332
2014	3	17	15481	15091	15114	15173	15287	15795	16950	18468	18915	18594	18323	17934	17707	17564	17383	17371	17454	17449	17710	18123	17847	17362	16834	16147
2014	3	18	15438	14992	14932	14891	15031	15440	16539	18147	18658	18454	18058	17946	17791	17728	17480	17380	17294	17341	17433	17675	17398	16977	16295	15562
2014	3	19	15016	14537	14351	14393	14523	14989	16091	17631	18158	17916	17851	17698	17378	17137	17118	16984	16716	16808	17089	17422	16786	16310	15710	15227
2014	3	20	14765	14480	14352	14288	14292	14453	14542	14804	15463	15857	16006	15931	15838	15589	15502	15258	15313	15550	15963	16511	16203	15784	15326	14999
2014	3	21	14565	14293	14215	14122	14192	14295	14488	14761	15235	15674	15933	15784	15545	15374	15221	15292	15231	15426	15782	16624	16645	16402	16020	15537
2014	3	22	14981	14668	14576	14646	14866	15325	16481	18440	18812	18577	18310	17808	17553	17248	17033	16850	16865	16990	17288	17681	17225	17004	16295	15690
2014	3	23	14754	14502	14448	14465	14583	14943	16092	17588	17807	17758	17419	17262	16964	16969	16642	16580	16457	16382	16551	17146	17003	16677	16170	15505
2014	3	24	15034	14660	14538	14628	14755	15212	16241	17828	18116	17861	17708	17400	17216	17118	17106	16980	16888	16957	17105	17341	17253	16841	16123	15399
2014	3	25	14785	14486	14338	14334	14485	14916	15867	17449	17787	17322	17206	17000	16756	16631	16599	16437	16447	16523	16663	17219	16958	16578	15881	15215
2014	3	26	14517	14201	14019	14074	14268	14570	15658	17273	17703	17558	17420	17229	16939	16816	16752	16525	16372	16396	16454	16791	16423	15999	15473	14905
2014	3	27	14332	13973	13700	13676	13715	13852	14023	14499	15087	15703	15879	15654	15415	15244	15142	15005	14956	15101	15437	15900	15481	14960	14788	14374
2014	3	28	14070	13742	13742	13608	13692	13690	13899	14153	14274	14716	15144	15264	15313	15196	15169	15157	15068	15106	15356	15474	15819	15720	15367	14857
2014	3	29	14210	13958	13776	13799	13816	14114	14957	15836	16490	16858	16940	16766	16616	16399	16447	16274	16073	15972	15952	16001	16366	16222	15799	15307
2014	3	30	14864	14487	14355	14406	14546	14750	15523	16365	17021	17261	17252	16978	16484	16433	16477	16405	16306	16246	16283	16398	16611	16409	15934	15521
2014	3	31	14894	14495	14247	14255	14327	14595	15333	16087	16775	16958	16859	16927	16678	16409	16222	15954	15788	15641	15539	15589	15672	15321	14970	14653
2014	4	1	14217	13781	13590	13469	13490	13695	13909	14283	14743	15137	15430	15386	15210	15006	14922	14960	14866	14737	14654	14795	15028	14835	14463	14302
2014	4	2	13886	13549	13384	13384	13437	13591	13938	14211	14507	15043	15280	15217	15052	14724	14643	14547	14463	14414	14520	14689	14923	14874	14460	14211
2014	4	3	13691	13480	13286	13314	13306	13499	13776	13921	14375	14805	14932	14780	14535	14325	14125	13935	13774	13917	14073	14275	14555	14650	14322	14051
2014	4	4	13729	13400	13257	13272	13212	13247	13350	13468	13710	14049	14162	14093	13929	13681	13544	13491	13548	13606	13770	14036	14448	14581	14199	13977
2014	4	5	13323	13104	12915	12896	13075	13344	13593	13970	14299	14852	15132	15148	14994	14847	14657	14496	14436	14308	14320	14445	14913	15025	14660	14345
2014	4	6	13583	13232	13146	13214	13389	13851	15110	16710	17289	17126	16927	16739	16571	16543	16463	16376	16279	15980	15920	15995	16121	16075	15308	14665
2014	4	7	13609	13186	13279	13255	13297	13619	14657	16258	16790	16625	16416	15999	15708	15326	15279	15192	15064	15115	15183	15120	15332	15297	14721	14163
2014	4	8	13373	13044	12887	12875	12940	13231	14319	16059	16525	16353	16281	15924	15669	15474	15421	15343	15322	15333	15411	15469	15672	15421	14872	14208
2014	4	9	13542	13232	13077	13120	13245	13564	14594	16402	16798	16565	16330	15612	15134	14929	14702	14458	14218	14163	14094	14144	14406	14376	13943	13394
2014	4	10	13200	12923	12808	12774	12842	13037	13218	13612	14058	14453	14554	14426	14123	13748	13449	13318	13243	13271	13439	13658	13923	13949	13689	13296
2014	4	11	13021	12795	12666	12681	12739	12837	12880	13137	13350	13663	13756	13628	13384	13100	12968	12937	12892	12753	12906	13255	13678	13948	13711	13312
2014	4	12	12719	12541	12440	12585	12664	13118	14449	16379	16433	15723	15163	14859	14492	14496	14311	14101	14012	13863	13800	14019	14415	14473	14114	13596
2014	4	13	12574	12156	12036	12036	12222	12618	13787	15551	15732	15355	15147	14962	14763	14560	14262	14111	13892	13831	13751	13820	13871	14166	13859	13355
2014	4	14	12600	12333	12313	12417	12581	12945	14106	15729	15951	15636	15248	15030	14827	14681	14414	14177	14004	13947	13898	13911	13993	14178	13846	13224
2014	4	15	12505	12262	12156	12207	12294	12556	13672	15159	15757	15690	15550	15348	15271	14936	14587	14416	14306	14308	14254	14392	14513	14629	14187	13603
2014	4	16	12997	12767	12548	12569	12723	12972	14104	15576	16136	15766	15335	15218	14997	14798	14628	14551	14427	14338	14524	14621	14485	14437	13924	13466
2014	4	17	13087	12810	12543	12507	12524	12598	12623	13108	13744	14356	14660	14367	14227	13800	13764	13657	13527	13613	13582	13604	13648	13900	13654	13389
2014	4	18	12902	12577	12450	12416	12454	12527	12529	12613	12987	13313	13636	13615	13707	13687	13701	13560	13490	13529	13581	13781	14005	14484	14288	13820
2014	4	19	13198	12969	12936	13059	13198	13713	14985	16770	17195	16757	16668	15933	15601	15465	15068	15082	14911	14826	14769	14778	15061	15299	14902	14204
2014	4	20	13576	13310	13224	13264	13399	13902	15277	17045	17105	16594	16201	15950	15604	15217	15577	15344	15252	15182	15049	14992	15114	15322	14947	14305
2014	4	21	13591	13226	13101	13099	13281	13635	14746	16521	16932	16469	15972	15814	15510	15459	15307	15279	15139	14837	14725	14723	14788	15245	14987	14429
2014	4	22	13561	13334	13270	13355	13468	13778	14841	16331	16734	16217	15909	15612	15228	15033	14632	14596	14526	14545	14539	14633	14785	14952	14678	14066
2014	4	23	13591	13254	13065	13149	13283	13613	14671	16313	16838	16356	16033	15653	15378	15219	15157	14882	14748	14647	14508	14576	14549	14698	14513	14125
2014	4	24	13476	13152	12956	12864	12950	12959	13148	13492	13887	14402	14503	14338	13965	13729	13392	13233	13073	13262	13431	13419	13302	13618	13528	13247
2014	4	25	12866	12581	12460	12379	12454	12446	12428	12646	13047	13452	13796	13851	13725	13472	13269	13174	13119	13028	13034	13237	13317	13583	13548	13098
2014	4	26	12480	12178	12103	12138	12274	12554	13753	15242	15790	15590	15271	15027	14847	14772	14886	14796	14718	14529	14368	14250	14233	14356	13844	13055
2014	4	27	12412	12131	12059	12041	12301	12512	13522	14848	15442	15097	14844	14699	14286	14301	14124	13931	13873	13772	13770	13801	13799	14147	13875	13278
2014	4	28	12793	12532	12431	12490	12595	12849	13894	15572	15930	15911	15903	15705	15626	15535	15577	15493	15469	15291	15229	15221	14835	14741	14183	13336
2014	4	29	12806	12431	12245	12202	12226	12408	13511	15066	15407	15237	15074	15219	14979	14506	14295	14108	14082	13985	13636	13600	13533	13691	13379	12710
2014	4	30	12025	11640	11499	11605	11706	11941	12920	14264	14885	14820	14556	14433	14333	14035	13810	13653	13411	13415	13474	13340	12992	12945	12780	12485
2014	5	1	12059	11468	11426	11441	11417	11346	11315	11691	12338	12918	13252	13408	13423	13371	13236	12865	12619	12772	12828	12895	12721	12891	13127	13011
2014	5	2	12478	12286	12169	12292	12320	12299	12344	12592	12862	13317	13489	13465	13335	13174	12946	12959	12992	12943	12921	13039	13221	13617	13583	13241
2014	5	3	12420	12173	12179	12287	12447	12788	14030	15570	15841	15385	15129	15061	14935	14838	14632	14428	14398	14107	13923	13976	14087	14258	14091	13506
2014	5	4	12729	12460	12387	12359	12499	12781	14043	15693	15983	15983	15996	15776	15456	15135	15199	14894	14696	14556	14347	14266	14362	14533	14300	13737
2014	5	5	13115	12830	12751	12773	12899	13088	14217	15763	15964	15633	15320	14929	14616	14594	14535	14367	14115	13922	13789	13768	13872	14147	14060	13480
2014	5	6	12736	12439	12305	12372	12434	12631	13902	15236	15542	15338	15028	14680	14528	14349	14203	14126	14108	13940	13857	13786	13796	13781	13629	13092
2014	5	7	12424	12148	12175	12179	12231	12422	13358	14912	14949	14816	14370	14091	13810	13792	13600	13262	13042	12880	12812	12785	12729	12712	12722	12484
2014	5	8	12039	11683	11483	11487	11413	11411	11660	11945	12476	12873	13107	13054	12890	12618	12431	12217	12115	12201	12273	12333	12107	12162	12264	12170
2014	5	9	11766	11504	11405	11362	11330	11238	11384	11524	11950	12440	12701	12730	12596	12494	12378	12410	12376	12338	12442	12579	12852	12967	12949	12600
2014	5	10	12107	11729	11697	11735	11817	12040	13210	14625	15277	15307	15051	14835	14679	14631	14620	14433	14203	14019	13833	13780	13841	13886	13916	13396
2014	5	11	12876	12610	12550	12645	12735	12951	14043	15447	15659	15316	15207	14882	14698	14361	14576	14602	14306	14061	13909	13877	14009	13982	13981	13553
2014	5	12	12858	12634	12630	12802	12635	12748	13821	15368	15625	15093	14793	14546	14410	14279	14223	14168	13942	13775	13680	13150	13030	13553	13404	12495
2014	5	13	12359	12054	11849	11811	11765	11734	12099	12544	13029	13430	13812	13861	13728	13548	13353	13230	13033	12969	12933	12887	12812	12774	12698	12480
2014	5	14	11996	11685	11499	11444	11485	11588	12202	13272	13999	14160	13935	13743	13432	13250	13061	12705	12414	12362	12372	12520	12471	12177	12152	11866
2014	5	15	11371	11024	10786	10725	10668	10593	10859	11149	11691	12311	12537	12427	12347	12346	12252	12004	11984	12136	12249	12131	11841	11674	11527	11415
2014	5	16	10996	10648	10396	10308	10216	10014	10020	10476	10992	11532	11889	12123	12132	12111	12134	12147	12113	12072	11979	11971	12040	11969	11873	11460
2014	5	17	11042	10640	10395	10231	10315	10352	10887	11990	12563	12672	12552	12334	12150	11779	11557	11460	11371	11344	11468	11546	11587	11589	11703	11359
2014	5	18	11087	10852	10840	10831	10845	11137	12151	13675	14121	13937	13654	13538	13351	13351	13310	13179	12890	12739	12550	12475	12510	12347	12132	11735
2014	5	19	11060	10775	10633	10624	10568	10694	11683	13444	13869	13688	13692	13360	13191	13090	13067	12878	12733	12501	12449	12386	12276	12258	12049	11700
2014	5	20	10988	10461	10316	10393	10364	10509	11771	13160	13607	13529	13475	13362	13242	13129	12862	12895	12699	12514	12514	12530	12360	12282	12052	11730
2014	5	21	11054	10706	10582	10432	10465	10697	11814	13105	13627	13438	13310	13295	13028	12959	12848	12613	12111	11989	11840	11807	11666	11551	11568	11382
2014	5	22	10944	10592	10304	10086	9876	9751	9899	10308	10935	11602	11997	11986	11821	11615	11460	11316	11284	11406	11534	11553	11413	11219	11254	11146
2014	5	23	10604	10409	10142	9979	9865	9677	9704	10008	10482	10949	11283	11419	11393	11286	11071	11032	11012	11102	11151	11110	11171	11182	11461	11113
2014	5	24	10584	10348	10210	10199	10097	10130	10265	10758	11155	11679	12032	12095	12109	11964	12019	12025	11923	12039	12084	12284	12310	12269	12126	11976
2014	5	25	11450	11089	11063	11074	11034	11107	12370	13943	14565	13998	13908	13586	13606	13716	13487	13476	13308	13030	12995	12884	12960	12990	12868	12460
2014	5	26	11404	11210	10996	10938	10876	10961	12446	13638	14216	13790	13921	13751	13526	13332	13230	13226	13125	12856	12837	12867	12760	12855	12828	12339
2014	5	27	11476	11119	11002	10940	10908	11128	12149	13565	13917	13479	13458	13383	13139	13118	13097	12941	12891	12758	12598	12468	12485	12407	12338	12048
2014	5	28	11432	11120	10982	10935	10840	11104	12089	13447	14013	13764	13563	13294	13176	13008	12869	12721	12579	12483	12517	12238	12129	11912	11904	11622
2014	5	29	11147	10844	10700	10578	10468	10393	10635	10944	11456	11829	12280	12195	12058	11886	11824	11751	11698	11741	11766	11817	11719	11357	11213	11074
2014	5	30	11035	10715	10406	10305	10191	10234	10283	10427	10749	11126	11549	11683	11666	11597	11515	11402	11209	11040	11146	11402	11443	11275	11318	11233
2014	5	31	10794	10495	10413	10335	10316	10630	11582	12945	13345	13385	13153	13074	13002	12941	12977	12836	12696	12459	12358	12219	12091	12003	11832	11495
2014	6	1	10950	10545	10346	10195	10098	10341	11237	12589	13103	13045	12979	12745	12829	12676	12333	12317	12183	12000	11777	11740	11739	11594	11422	11188
2014	6	2	10541	10095	9941	9887	9781	9996	10938	12342	12782	12612	12627	12629	12565	12554	12525	12571	12537	12312	12168	12199	12251	12075	11788	11396
2014	6	3	10565	10254	10108	9982	9829	10043	10868	12213	12964	12988	12881	12834	12783	12685	12623	12470	12380	12411	12176	12146	11996	11850	11676	11320
2014	6	4	10732	10462	10289	10219	10080	10364	11205	12591	13200	13326	13158	13005	12867	12840	12581	12326	11946	11907	11831	11647	11479	11411	11414	11259
2014	6	5	10745	10466	10240	10151	10052	10001	10160	10541	11122	11578	11877	11922	11888	11586	11323	11175	11249	11375	11387	11336	11248	11087	11126	11044
2014	6	6	10567	10446	10242	10123	9976	9919	10063	10296	10537	11052	11364	11342	11327	11206	11088	11005	11104	11132	11198	11281	11389	11416	11496	11266
2014	6	7	10578	10234	10102	10081	9966	10102	11174	12498	13285	12917	12813	12831	12734	12633	12739	12543	12402	12219	12063	12053	12017	11862	11755	11493
2014	6	8	10594	10397	10211	10178	10058	10179	11224	12735	13142	13050	12877	12834	12659	12588	12719	12518	12478	12333	12228	12092	12002	11764	11532	11242
2014	6	9	10458	10121	10014	9935	9806	9917	11071	12124	12654	12740	12761	12725	12659	12601	12524	12361	12286	12006	11926	11874	11783	11696	11489	11134
2014	6	10	10426	10027	9811	9844	9849	9971	10870	12363	12869	12905	13000	12833	12738	12571	12400	12318	12267	12127	11970	11911	11895	11553	10310	9604
2014	6	11	10484	10194	9969	9918	9820	9946	10942	12324	12931	12987	12875	12734	12753	12468	12493	12443	12370	12169	12098	11881	11690	11453	11326	10925
2014	6	12	10637	10180	9940	9927	9828	9761	9917	10307	11071	11506	12025	12138	11913	11738	11542	11577	11645	11691	11617	11597	11488	11184	11026	10877
2014	6	13	10594	10248	10119	10069	9858	9839	9973	10263	10629	11138	11599	11811	11691	11571	11595	11561	11575	11569	11718	11753	11829	11748	11630	11402
2014	6	14	10798	10494	10288	10219	10127	10354	11603	13218	13845	13777	13589	13425	13370	13223	12979	12873	12657	12448	12472	12316	12202	12111	11826	11270
2014	6	15	10578	10227	10094	9981	9883	10094	11133	12925	13589	13343	13648	13296	13073	12723	12753	12763	12517	12315	12127	12156	12191	12138	11864	11627
2014	6	16	10869	10510	10440	10428	10237	10425	11384	12783	13210	13184	13086	13023	13024	12862	12789	12649	12606	12376	12292	12155	12151	11949	11751	11341
2014	6	17	10841	10493	10278	10131	10018	10496	11388	12514	12851	12821	12642	12822	12908	12643	12492	12420	12369	12090	12050	11997	11900	11783	11557	11073
2014	6	18	10551	10112	10029	10010	9824	10088	11055	12719	13165	13009	12942	12881	12746	12591	12547	12441	12193	12114	12179	12136	11960	11582	11398	11226
2014	6	19	10931	10626	10481	10396	10224	10163	10403	10734	11320	11946	12335	12469	12322	12229	12018	11838	11779	11894	11944	11592	11581	11349	11119	11192
2014	6	20	10931	10677	10544	10353	10108	10001	10104	10383	10702	11059	11392	11448	11410	11278	11238	11199	11159	11228	11215	11343	11451	11285	11377	11204
2014	6	21	10797	10525	10367	10173	10114	10254	11272	12562	13193	13029	13105	13159	13039	12999	12808	12507	12414	12368	12217	12061	12060	11866	11628	11366
2014	6	22	10902	10509	10341	10197	10144	10324	11184	12354	12922	12785	12864	13055	13052	12793	12797	12664	12581	12523	12420	12401	12156	12057	11780	11404
2014	6	23	10698	10327	10276	10168	10005	10118	11032	12408	13018	13193	13055	13213	13180	12867	12777	12503	12321	12266	11847	11630	11660	11539	11402	11205
2014	6	24	10849	10443	10173	10097	10011	10182	11007	12171	12728	12946	12860	12863	12727	12841	12720	12673	12677	12538	12381	12329	12100	11901	11659	11224
